,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DOW,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,VZ,V,WMT,WBA,DIS,^DJI
2011-05-18,93.94000244140625,51.060001373291016,48.5528564453125,77.13999938964844,105.25,102.86000061035156,16.649999618530273,34.150001525878906,,81.73999786376953,140.83999633789062,37.459999084472656,170.44000244140625,23.8799991607666,66.5,44.08000183105469,81.5,37.58000183105469,24.690000534057617,21.207500457763672,21.18000030517578,67.37999725341797,54.8458137512207,63.0,50.61000061035156,37.09000015258789,20.002500534057617,55.18000030517578,44.189998626708984,41.41999816894531,12560.1796875
2011-05-19,94.70999908447266,51.81999969482422,48.64714431762695,78.0199966430664,105.30000305175781,103.87000274658203,16.65999984741211,34.22999954223633,,82.33000183105469,139.33999633789062,37.38999938964844,170.58999633789062,23.540000915527344,66.38999938964844,44.0,82.51000213623047,37.380001068115234,24.719999313354492,21.52750015258789,21.030000686645508,67.45999908447266,55.44367599487305,62.810001373291016,50.54999923706055,37.31999969482422,19.90999984741211,55.47999954223633,44.22999954223633,41.380001068115234,12605.3203125
2011-05-20,93.55999755859375,51.189998626708984,47.888572692871094,77.5199966430664,104.33000183105469,102.56999969482422,16.530000686645508,34.150001525878906,,81.56999969482422,134.99000549316406,37.04999923706055,170.16000366210938,23.219999313354492,65.69000244140625,43.130001068115234,82.33000183105469,37.060001373291016,24.489999771118164,21.262500762939453,20.690000534057617,67.36000061035156,55.066078186035156,62.25,49.7400016784668,37.150001525878906,19.5575008392334,55.290000915527344,44.369998931884766,41.5,12512.0400390625
2011-05-23,92.48999786376953,51.119998931884766,47.771427154541016,76.27999877929688,101.88999938964844,101.37000274658203,16.350000381469727,33.744998931884766,,80.66999816894531,135.83999633789062,36.81999969482422,168.25999450683594,22.860000610351562,65.55999755859375,42.54999923706055,82.5,36.900001525878906,24.170000076293945,20.905000686645508,20.59000015258789,67.05000305175781,54.17873001098633,61.439998626708984,49.15999984741211,36.849998474121094,19.229999542236328,55.220001220703125,44.5,41.15999984741211,12381.259765625
2011-05-24,91.97000122070312,50.560001373291016,47.45571517944336,75.56999969482422,101.55000305175781,102.2699966430664,16.270000457763672,33.73500061035156,,81.29000091552734,136.33999633789062,36.54999923706055,167.99000549316406,22.610000610351562,65.77999877929688,42.34000015258789,82.63999938964844,36.869998931884766,24.149999618530273,21.082500457763672,20.520000457763672,67.01000213623047,53.8829460144043,61.02000045776367,47.959999084472656,36.900001525878906,19.399999618530273,54.779998779296875,44.290000915527344,41.09000015258789,12356.2099609375
2011-05-25,92.69000244140625,50.40999984741211,48.111427307128906,76.31999969482422,103.25,103.25,16.190000534057617,33.45500183105469,,81.95999908447266,136.24000549316406,36.630001068115234,167.75,22.68000030517578,66.29000091552734,42.27000045776367,82.72000122070312,36.689998626708984,24.190000534057617,20.797500610351562,20.780000686645508,66.37999725341797,54.28571319580078,61.459999084472656,47.869998931884766,36.400001525878906,19.6875,54.560001373291016,44.13999938964844,41.130001068115234,12394.66015625
2011-05-26,92.81999969482422,50.68000030517578,47.85714340209961,76.66000366210938,104.19000244140625,103.36000061035156,16.25,33.349998474121094,,82.38999938964844,136.25999450683594,36.189998626708984,167.17999267578125,22.5,65.51000213623047,42.45000076293945,82.43000030517578,36.380001068115234,24.670000076293945,21.017499923706055,20.899999618530273,66.19000244140625,54.36752700805664,61.209999084472656,47.70000076293945,36.61000061035156,19.822500228881836,54.619998931884766,43.70000076293945,40.9900016784668,12402.759765625
2011-05-27,93.47000122070312,51.130001068115234,48.2014274597168,76.98999786376953,104.5999984741211,103.20999908447266,16.459999084472656,33.255001068115234,,82.62999725341797,138.66000366210938,36.0,167.5,22.209999084472656,66.7699966430664,42.790000915527344,81.62000274658203,36.209999084472656,24.760000228881836,21.155000686645508,20.93000030517578,66.19999694824219,54.32976531982422,61.52000045776367,48.29999923706055,36.66999816894531,19.950000762939453,54.70000076293945,43.709999084472656,41.52000045776367,12441.580078125
2011-05-31,94.37999725341797,51.599998474121094,49.689998626708984,78.02999877929688,105.80000305175781,104.91000366210938,16.799999237060547,33.404998779296875,,83.47000122070312,140.72999572753906,36.279998779296875,168.92999267578125,22.510000228881836,67.29000091552734,43.2400016784668,81.54000091552734,36.75,25.010000228881836,21.112499237060547,21.450000762939453,67.0,55.23599624633789,62.08000183105469,48.95000076293945,36.93000030517578,20.264999389648438,55.220001220703125,43.630001068115234,41.630001068115234,12569.7900390625
2011-06-01,91.44000244140625,49.90999984741211,49.35857009887695,75.3499984741211,101.23999786376953,102.48999786376953,16.3799991607666,33.380001068115234,,82.02999877929688,136.1699981689453,35.400001525878906,166.55999755859375,22.0,66.4800033569336,41.7599983215332,80.9800033569336,36.25,24.43000030517578,20.537500381469727,21.049999237060547,66.4000015258789,53.0522346496582,61.20000076293945,48.349998474121094,36.27000045776367,19.795000076293945,54.29999923706055,43.31999969482422,40.400001525878906,12290.1396484375
2011-06-02,91.45999908447266,50.09000015258789,49.44285583496094,75.69000244140625,102.19000244140625,101.12000274658203,16.25,33.02000045776367,,81.33000183105469,134.3800048828125,35.09000015258789,166.08999633789062,22.09000015258789,66.4800033569336,41.61000061035156,80.75,36.150001525878906,24.219999313354492,20.287500381469727,21.0,66.01000213623047,53.04594039916992,61.18000030517578,49.38999938964844,36.16999816894531,20.174999237060547,53.54999923706055,43.220001220703125,40.060001373291016,12248.5498046875
2011-06-03,90.69999694824219,49.279998779296875,49.06285858154297,74.83999633789062,101.0999984741211,101.0,16.010000228881836,32.76499938964844,,81.18000030517578,135.3300018310547,34.630001068115234,165.0500030517578,21.729999542236328,66.08999633789062,41.56999969482422,80.54000091552734,35.81999969482422,23.90999984741211,20.09000015258789,20.84000015258789,65.43000030517578,52.38514709472656,61.18000030517578,48.849998474121094,35.630001068115234,19.782499313354492,53.65999984741211,43.150001525878906,39.380001068115234,12151.259765625
2011-06-06,90.62000274658203,48.779998779296875,48.29142761230469,74.58000183105469,99.86000061035156,99.68000030517578,15.989999771118164,32.709999084472656,,80.29000091552734,133.89999389648438,34.290000915527344,164.75,21.829999923706055,66.05000305175781,40.529998779296875,80.69999694824219,35.560001373291016,24.010000228881836,19.9424991607666,20.739999771118164,65.5,52.680931091308594,61.060001373291016,48.150001525878906,35.209999084472656,19.549999237060547,53.7599983215332,42.939998626708984,39.400001525878906,12089.9599609375
2011-06-07,90.8499984741211,48.88999938964844,47.43428421020508,74.18000030517578,99.87999725341797,99.47000122070312,15.510000228881836,32.599998474121094,,80.0,132.99000549316406,34.33000183105469,163.69000244140625,22.059999465942383,65.5,40.720001220703125,81.13999938964844,35.56999969482422,24.059999465942383,20.475000381469727,20.739999771118164,65.05999755859375,52.391441345214844,61.22999954223633,47.970001220703125,35.380001068115234,19.954999923706055,53.83000183105469,42.93000030517578,39.349998474121094,12070.8095703125
2011-06-08,90.91000366210938,48.099998474121094,47.46285629272461,73.8499984741211,98.04000091552734,99.94999694824219,15.300000190734863,32.70000076293945,,80.76000213623047,131.58999633789062,34.099998474121094,164.33999633789062,21.81999969482422,66.13999938964844,40.38999938964844,81.1500015258789,35.790000915527344,23.940000534057617,20.024999618530273,20.68000030517578,64.8499984741211,52.259281158447266,60.689998626708984,48.20000076293945,35.900001525878906,19.177499771118164,53.689998626708984,43.18000030517578,39.22999954223633,12048.9404296875
2011-06-09,91.95999908447266,48.33000183105469,47.355712890625,74.18000030517578,99.26000213623047,101.2300033569336,15.3100004196167,32.94499969482422,,81.18000030517578,133.52999877929688,34.33000183105469,164.83999633789062,21.760000228881836,66.77999877929688,40.97999954223633,81.26000213623047,36.0,23.959999084472656,20.167499542236328,20.75,65.01000213623047,52.920074462890625,61.08000183105469,50.599998474121094,35.66999816894531,19.107500076293945,53.619998931884766,43.599998474121094,39.369998931884766,12124.3603515625
2011-06-10,90.7300033569336,47.7400016784668,46.55714416503906,72.69000244140625,96.79000091552734,99.66999816894531,15.119999885559082,32.69499969482422,,79.77999877929688,135.9199981689453,33.470001220703125,163.17999267578125,21.3799991607666,66.08999633789062,41.04999923706055,80.36000061035156,35.45000076293945,23.709999084472656,19.915000915527344,20.110000610351562,64.69999694824219,52.045310974121094,59.209999084472656,49.40999984741211,35.189998626708984,18.672500610351562,52.720001220703125,42.970001220703125,38.5,11951.91015625
2011-06-13,91.30000305175781,48.2400016784668,46.657142639160156,72.94000244140625,95.44000244140625,98.93000030517578,15.0600004196167,32.560001373291016,,79.2300033569336,137.52999877929688,33.5099983215332,163.1699981689453,21.389999389648438,66.58999633789062,41.66999816894531,80.7300033569336,35.33000183105469,24.040000915527344,20.127500534057617,20.459999084472656,64.7699966430664,52.08936309814453,58.7599983215332,49.11000061035156,35.630001068115234,18.71500015258789,52.619998931884766,43.5,38.369998931884766,11952.9697265625
2011-06-14,92.58999633789062,48.150001525878906,47.49142837524414,74.63999938964844,97.86000061035156,100.5999984741211,15.079999923706055,32.80500030517578,,80.37999725341797,137.10000610351562,34.75,164.1199951171875,21.81999969482422,67.0999984741211,41.61000061035156,81.47000122070312,35.63999938964844,24.219999313354492,20.559999465942383,20.579999923706055,64.76000213623047,52.87602233886719,58.650001525878906,49.599998474121094,35.58000183105469,18.982500076293945,52.90999984741211,44.099998474121094,38.59000015258789,12076.1103515625
2011-06-15,91.02999877929688,47.279998779296875,46.67856979370117,73.8499984741211,95.6500015258789,98.41000366210938,14.84000015258789,32.48500061035156,,78.66000366210938,134.85000610351562,33.880001068115234,162.3300018310547,21.420000076293945,66.16000366210938,40.68000030517578,81.23999786376953,35.16999816894531,23.739999771118164,20.09749984741211,20.190000534057617,63.7599983215332,52.40402603149414,57.540000915527344,49.349998474121094,35.119998931884766,18.709999084472656,52.31999969482422,43.790000915527344,38.38999938964844,11897.26953125
2011-06-16,91.58000183105469,48.40999984741211,46.4514274597168,74.01000213623047,95.45999908447266,99.43000030517578,15.050000190734863,32.744998931884766,,79.22000122070312,136.08999633789062,34.5,162.6699981689453,21.420000076293945,66.31999969482422,40.36000061035156,81.80999755859375,35.18000030517578,24.0,20.072500228881836,20.239999771118164,64.26000213623047,53.083702087402344,57.7599983215332,49.65999984741211,35.2400016784668,18.719999313354492,52.83000183105469,44.380001068115234,38.0099983215332,11961.51953125
2011-06-17,91.77999877929688,48.5,45.751426696777344,74.16000366210938,95.94999694824219,99.16999816894531,14.970000267028809,32.810001373291016,,79.0199966430664,137.22999572753906,34.529998779296875,164.44000244140625,21.190000534057617,66.29000091552734,40.79999923706055,82.5199966430664,35.38999938964844,24.260000228881836,20.27750015258789,20.260000228881836,64.69000244140625,53.22215270996094,57.91999816894531,49.959999084472656,35.5099983215332,18.607500076293945,52.81999969482422,44.66999816894531,38.040000915527344,12004.3603515625
2011-06-20,92.55999755859375,48.880001068115234,45.04571533203125,74.5199966430664,98.18000030517578,99.91000366210938,15.140000343322754,32.915000915527344,,79.70999908447266,135.13999938964844,34.77000045776367,165.02000427246094,21.329999923706055,66.51000213623047,40.47999954223633,82.69000244140625,35.790000915527344,24.469999313354492,20.8075008392334,20.270000457763672,65.08999633789062,53.83259963989258,57.56999969482422,51.27000045776367,35.650001525878906,18.512500762939453,53.040000915527344,45.18000030517578,38.22999954223633,12080.3798828125
2011-06-21,93.43000030517578,49.54999923706055,46.47142791748047,73.9800033569336,101.38999938964844,101.58999633789062,15.510000228881836,33.130001068115234,,80.56999969482422,135.9600067138672,35.43000030517578,166.22000122070312,21.649999618530273,66.48999786376953,40.90999984741211,82.80000305175781,35.779998779296875,24.760000228881836,21.127500534057617,20.43000030517578,64.22000122070312,53.845184326171875,58.08000183105469,52.220001220703125,35.9900016784668,18.747499465942383,53.290000915527344,43.279998779296875,38.779998779296875,12190.009765625
2011-06-22,92.80000305175781,49.849998474121094,46.08714294433594,72.12000274658203,100.1500015258789,101.06999969482422,15.359999656677246,33.20000076293945,,79.81999969482422,134.52000427246094,34.93000030517578,165.67999267578125,21.399999618530273,66.06999969482422,40.689998626708984,82.6500015258789,35.470001220703125,24.649999618530273,20.487499237060547,20.280000686645508,64.05999755859375,53.7696647644043,57.31999969482422,51.779998779296875,35.939998626708984,18.665000915527344,53.0099983215332,42.650001525878906,38.310001373291016,12109.669921875
2011-06-23,92.33999633789062,49.209999084472656,47.318572998046875,71.25,100.55000305175781,99.36000061035156,15.470000267028809,32.4900016784668,,78.44000244140625,132.36000061035156,35.650001525878906,166.1199951171875,21.709999084472656,65.66999816894531,40.06999969482422,82.29000091552734,34.970001220703125,24.6299991607666,20.547500610351562,20.649999618530273,63.459999084472656,53.56828308105469,57.15999984741211,51.150001525878906,36.04999923706055,18.827499389648438,53.290000915527344,42.59000015258789,37.81999969482422,12050.0
2011-06-24,90.88999938964844,48.34000015258789,46.621429443359375,71.26000213623047,100.01000213623047,97.9000015258789,14.930000305175781,32.46500015258789,,76.77999877929688,130.91000366210938,35.08000183105469,165.07000732421875,21.200000762939453,65.05999755859375,39.4900016784668,81.83999633789062,34.54999923706055,24.299999237060547,20.295000076293945,20.079999923706055,62.59000015258789,53.07111358642578,56.68000030517578,50.459999084472656,36.0,18.342500686645508,52.40999984741211,41.38999938964844,37.58000183105469,11934.580078125
2011-06-27,92.25,49.540000915527344,47.43428421020508,71.62000274658203,100.80000305175781,98.9000015258789,15.050000190734863,32.60499954223633,,77.91999816894531,130.7100067138672,35.20000076293945,167.6199951171875,21.34000015258789,65.25,39.880001068115234,82.31999969482422,34.529998779296875,25.200000762939453,20.405000686645508,20.170000076293945,62.81999969482422,53.700439453125,57.220001220703125,51.029998779296875,36.400001525878906,18.47249984741211,52.290000915527344,41.720001220703125,38.06999969482422,12043.5595703125
2011-06-28,93.0199966430664,49.81999969482422,47.894287109375,72.08999633789062,103.83999633789062,100.3499984741211,15.130000114440918,33.01499938964844,,79.62999725341797,129.25999450683594,36.060001373291016,170.00999450683594,21.489999771118164,65.91000366210938,39.540000915527344,84.3499984741211,34.90999984741211,25.799999237060547,22.475000381469727,20.549999237060547,62.720001220703125,54.46821975708008,57.54999923706055,51.77000045776367,36.56999969482422,18.81999969482422,52.529998779296875,41.59000015258789,37.91999816894531,12188.6904296875
2011-06-29,93.11000061035156,50.91999816894531,47.720001220703125,72.72000122070312,103.36000061035156,101.27999877929688,15.34000015258789,33.35499954223633,,80.25,132.52999877929688,35.97999954223633,170.5399932861328,21.389999389648438,66.30999755859375,40.45000076293945,84.56999969482422,35.099998474121094,25.6200008392334,22.44499969482422,20.670000076293945,62.54999923706055,54.41787338256836,58.56999969482422,51.540000915527344,36.720001220703125,21.642499923706055,52.63999938964844,41.7599983215332,38.349998474121094,12261.419921875
2011-06-30,94.8499984741211,51.70000076293945,47.952857971191406,73.93000030517578,106.45999908447266,102.83999633789062,15.609999656677246,33.64500045776367,,81.37999725341797,133.08999633789062,36.220001220703125,171.5500030517578,22.15999984741211,66.5199966430664,40.939998626708984,84.31999969482422,35.290000915527344,26.0,22.4950008392334,20.600000381469727,63.56999969482422,55.701698303222656,58.380001068115234,51.58000183105469,37.22999954223633,21.065000534057617,53.13999938964844,42.459999084472656,39.040000915527344,12414.33984375
2011-07-01,96.66999816894531,52.34000015258789,49.03714370727539,74.2699966430664,108.62000274658203,104.08999633789062,15.859999656677246,34.04499816894531,,82.01000213623047,136.64999389648438,36.72999954223633,174.5399932861328,22.530000686645508,67.30000305175781,41.58000183105469,85.6500015258789,35.599998474121094,26.020000457763672,22.954999923706055,20.75,64.2699966430664,56.72120666503906,59.11000061035156,53.130001068115234,37.79999923706055,21.99250030517578,53.5099983215332,42.83000183105469,39.720001220703125,12582.76953125
2011-07-05,96.13999938964844,52.33000183105469,49.91857147216797,74.1500015258789,108.43000030517578,105.12000274658203,15.670000076293945,34.150001525878906,,81.5999984741211,134.5,36.59000015258789,175.42999267578125,22.440000534057617,67.62000274658203,41.029998779296875,85.63999938964844,35.4900016784668,26.030000686645508,22.934999465942383,20.780000686645508,64.26000213623047,56.331024169921875,58.529998779296875,52.849998474121094,37.81999969482422,22.079999923706055,53.38999938964844,42.72999954223633,39.970001220703125,12569.8701171875
2011-07-06,97.23999786376953,52.7599983215332,50.251426696777344,74.73999786376953,110.08000183105469,105.08000183105469,15.5600004196167,34.26499938964844,,81.56999969482422,133.88999938964844,36.56999969482422,177.7100067138672,22.75,67.55000305175781,40.560001373291016,85.86000061035156,35.529998779296875,26.329999923706055,23.087499618530273,20.780000686645508,64.69999694824219,56.90371322631836,58.61000061035156,53.130001068115234,37.540000915527344,22.049999237060547,53.720001220703125,43.380001068115234,39.56999969482422,12626.01953125
2011-07-07,97.97000122070312,53.59000015258789,51.02857208251953,75.98999786376953,111.62999725341797,106.58999633789062,15.899999618530273,34.375,,82.36000061035156,135.00999450683594,37.04999923706055,176.47999572753906,23.229999542236328,67.91999816894531,41.31999969482422,86.05999755859375,35.72999954223633,26.770000457763672,23.415000915527344,20.229999542236328,64.94999694824219,57.51416015625,58.900001525878906,52.630001068115234,37.41999816894531,22.537500381469727,54.4900016784668,44.13999938964844,39.7400016784668,12719.490234375
2011-07-08,97.62000274658203,53.06999969482422,51.387142181396484,75.06999969482422,110.41000366210938,105.88999938964844,15.739999771118164,34.34000015258789,,82.41999816894531,134.0800018310547,36.619998931884766,176.49000549316406,23.09000015258789,67.56999969482422,40.7400016784668,85.5999984741211,36.119998931884766,26.920000076293945,23.309999465942383,20.15999984741211,64.93000030517578,56.85966110229492,58.65999984741211,52.08000183105469,37.47999954223633,22.4325008392334,54.08000183105469,44.06999969482422,39.90999984741211,12657.2001953125
2011-07-11,96.55999755859375,52.27000045776367,50.57143020629883,73.3499984741211,108.16000366210938,104.41000366210938,15.430000305175781,34.04999923706055,,81.9000015258789,132.02000427246094,36.36000061035156,174.99000549316406,22.850000381469727,67.2699966430664,39.43000030517578,85.3499984741211,35.68000030517578,26.6299991607666,22.857500076293945,20.040000915527344,64.72000122070312,56.091880798339844,58.25,50.939998626708984,37.119998931884766,21.975000381469727,53.869998931884766,43.43000030517578,39.220001220703125,12505.759765625
2011-07-12,95.87999725341797,52.400001525878906,50.53571319580078,71.93000030517578,106.93000030517578,104.38999938964844,15.600000381469727,33.92499923706055,,81.88999938964844,130.30999755859375,36.11000061035156,174.0500030517578,22.450000762939453,67.02999877929688,39.38999938964844,84.98999786376953,35.630001068115234,26.540000915527344,22.8075008392334,20.0,64.52999877929688,55.67023468017578,58.33000183105469,51.40999984741211,37.09000015258789,21.924999237060547,53.939998626708984,42.54999923706055,39.150001525878906,12446.8798828125
2011-07-13,96.19000244140625,51.95000076293945,51.145713806152344,72.16999816894531,108.63999938964844,105.08999633789062,15.569999694824219,34.029998779296875,,82.4800033569336,129.9199981689453,36.130001068115234,174.32000732421875,22.479999542236328,67.62999725341797,39.619998931884766,84.95999908447266,36.029998779296875,26.6299991607666,23.012500762939453,19.989999771118164,64.63999938964844,55.487728118896484,58.470001220703125,51.72999954223633,36.939998626708984,22.184999465942383,54.02000045776367,42.790000915527344,39.560001373291016,12491.6103515625
2011-07-14,94.9800033569336,51.380001068115234,51.11000061035156,71.19000244140625,107.58000183105469,104.66999816894531,15.430000305175781,33.834999084472656,,82.23999786376953,129.88999938964844,35.959999084472656,174.22999572753906,22.270000457763672,67.66000366210938,40.349998474121094,85.80999755859375,36.310001373291016,26.469999313354492,22.989999771118164,19.90999984741211,64.5999984741211,55.26746368408203,57.72999954223633,52.27000045776367,36.880001068115234,21.985000610351562,53.630001068115234,42.150001525878906,39.58000183105469,12437.1201171875
2011-07-15,95.47000122070312,51.810001373291016,52.13142776489258,71.27999877929688,109.36000061035156,106.19000244140625,15.59000015258789,33.76499938964844,,83.0,130.16000366210938,35.90999984741211,175.5399932861328,22.3700008392334,67.44999694824219,39.97999954223633,85.4800033569336,35.93000030517578,26.780000686645508,22.924999237060547,19.75,64.83000183105469,55.58212661743164,57.900001525878906,51.970001220703125,36.81999969482422,22.1875,53.630001068115234,41.93000030517578,39.27000045776367,12479.73046875
2011-07-18,94.5999984741211,51.33000183105469,53.400001525878906,69.55000305175781,107.80000305175781,106.2300033569336,15.4399995803833,33.560001373291016,,82.6500015258789,129.3300018310547,35.689998626708984,175.27999877929688,22.280000686645508,67.08999633789062,39.83000183105469,85.4000015258789,35.4900016784668,26.59000015258789,22.65999984741211,19.639999389648438,64.55000305175781,55.141597747802734,56.52000045776367,51.95000076293945,36.709999084472656,22.017499923706055,53.31999969482422,41.66999816894531,38.75,12385.16015625
2011-07-19,94.2699966430664,51.810001373291016,53.83571243286133,70.52999877929688,109.63999938964844,107.4800033569336,15.65999984741211,34.65999984741211,,83.62999725341797,128.49000549316406,36.11000061035156,185.2100067138672,23.059999465942383,66.72000122070312,40.38999938964844,86.20999908447266,35.790000915527344,27.540000915527344,22.684999465942383,19.940000534057617,64.61000061035156,55.89678955078125,57.029998779296875,51.45000076293945,36.970001220703125,22.302499771118164,53.970001220703125,42.150001525878906,39.540000915527344,12587.419921875
2011-07-20,94.25,52.09000015258789,55.271427154541016,72.06999969482422,110.30999755859375,107.0999984741211,15.819999694824219,34.435001373291016,,83.30000305175781,132.75,36.40999984741211,183.64999389648438,22.989999771118164,66.23999786376953,40.959999084472656,86.2699966430664,35.59000015258789,27.059999465942383,22.649999618530273,19.899999618530273,64.19999694824219,54.889869689941406,57.060001373291016,51.5099983215332,37.33000183105469,22.15999984741211,53.88999938964844,41.79999923706055,39.36000061035156,12571.91015625
2011-07-21,95.83999633789062,52.58000183105469,55.327144622802734,72.88999938964844,111.5999984741211,109.43000030517578,16.350000381469727,34.66999816894531,,85.0199966430664,135.5800018310547,36.720001220703125,184.89999389648438,22.809999465942383,66.47000122070312,42.290000915527344,86.54000091552734,36.18000030517578,27.100000381469727,22.959999084472656,20.100000381469727,64.48999786376953,55.512901306152344,57.689998626708984,52.150001525878906,37.56999969482422,22.012500762939453,54.470001220703125,39.63999938964844,40.7400016784668,12724.41015625
2011-07-22,95.37999725341797,52.2400016784668,56.18571472167969,72.66999816894531,105.1500015258789,108.97000122070312,16.459999084472656,34.8650016784668,,85.22000122070312,135.49000549316406,36.52000045776367,185.17999267578125,23.1299991607666,66.72000122070312,42.189998626708984,88.55999755859375,36.09000015258789,27.530000686645508,22.927499771118164,20.06999969482422,64.25,55.19194412231445,57.58000183105469,52.75,36.7400016784668,22.3799991607666,54.52000045776367,40.02000045776367,40.650001525878906,12681.16015625
2011-07-25,95.06999969482422,51.810001373291016,56.92856979370117,71.30999755859375,105.66000366210938,108.0999984741211,16.280000686645508,34.630001068115234,,84.56999969482422,136.85000610351562,36.650001525878906,183.6999969482422,23.030000686645508,66.25,41.689998626708984,88.12000274658203,35.88999938964844,27.90999984741211,22.732500076293945,19.809999465942383,63.310001373291016,54.95280075073242,56.650001525878906,51.630001068115234,36.220001220703125,22.270000457763672,53.970001220703125,39.79999923706055,40.560001373291016,12592.7998046875
2011-07-26,89.93000030517578,51.56999969482422,57.630001068115234,70.16000366210938,105.19999694824219,107.56999969482422,16.290000915527344,34.595001220703125,,84.37000274658203,137.60000610351562,36.38999938964844,182.92999267578125,22.899999618530273,65.91999816894531,41.439998626708984,88.0199966430664,35.790000915527344,28.079999923706055,22.582500457763672,19.6299991607666,63.09000015258789,54.23536682128906,56.79999923706055,51.2599983215332,36.279998779296875,22.299999237060547,53.59000015258789,39.72999954223633,40.5099983215332,12501.2998046875
2011-07-27,88.08000183105469,50.47999954223633,56.084285736083984,70.62999725341797,101.33999633789062,105.62999725341797,15.6899995803833,34.345001220703125,,83.30999755859375,134.72000122070312,35.630001068115234,181.35000610351562,22.530000686645508,65.2300033569336,40.66999816894531,87.08999633789062,35.189998626708984,27.329999923706055,22.18000030517578,19.299999237060547,62.20000076293945,52.69981002807617,56.27000045776367,49.88999938964844,36.209999084472656,21.9375,53.25,38.959999084472656,39.52000045776367,12302.5498046875
2011-07-28,87.56999969482422,50.54999923706055,55.97428512573242,70.66000366210938,99.63999938964844,105.02999877929688,16.010000228881836,34.404998779296875,,81.45999908447266,135.83999633789062,35.150001525878906,181.8000030517578,22.549999237060547,65.08000183105469,40.68000030517578,86.77999877929688,34.93000030517578,27.719999313354492,22.6200008392334,19.360000610351562,61.91999816894531,52.18376159667969,55.5,49.91999816894531,35.65999984741211,21.729999542236328,52.9900016784668,39.18000030517578,39.400001525878906,12240.1103515625
2011-07-29,87.13999938964844,50.040000915527344,55.78285598754883,70.47000122070312,98.79000091552734,104.0199966430664,15.970000267028809,34.005001068115234,,79.79000091552734,134.97000122070312,34.93000030517578,181.85000610351562,22.329999923706055,64.79000091552734,40.45000076293945,86.4800033569336,34.130001068115234,27.399999618530273,22.537500381469727,19.25,61.4900016784668,52.133419036865234,55.130001068115234,49.630001068115234,35.290000915527344,21.385000228881836,52.709999084472656,39.040000915527344,38.619998931884766,12143.240234375
2011-08-01,86.7699966430664,50.02000045776367,56.67856979370117,70.33000183105469,100.72000122070312,105.37999725341797,15.829999923706055,33.8650016784668,,79.5999984741211,134.14999389648438,34.25,180.75,22.239999771118164,64.41000366210938,40.439998626708984,86.38999938964844,33.439998626708984,27.270000457763672,22.334999084472656,19.010000228881836,61.43000030517578,51.81875228881836,54.61000061035156,48.02000045776367,35.869998931884766,21.420000076293945,52.619998931884766,39.099998474121094,38.439998626708984,12132.490234375
2011-08-02,85.2699966430664,48.52000045776367,55.558570861816406,67.69999694824219,97.18000030517578,103.44999694824219,15.460000038146973,33.53499984741211,,77.83999633789062,131.22999572753906,32.81999969482422,178.0500030517578,21.719999313354492,63.43000030517578,39.84000015258789,85.05999755859375,32.900001525878906,26.799999237060547,21.27750015258789,18.139999389648438,60.869998931884766,49.67274856567383,54.15999984741211,46.97999954223633,35.4900016784668,20.889999389648438,51.68000030517578,38.22999954223633,36.970001220703125,11866.6201171875
2011-08-03,86.18000030517578,48.86000061035156,56.08142852783203,67.33999633789062,96.27999877929688,102.76000213623047,15.489999771118164,34.20000076293945,,77.72000122070312,132.0800018310547,32.95000076293945,178.8300018310547,21.809999465942383,63.40999984741211,39.900001525878906,85.54000091552734,32.70000076293945,26.920000076293945,21.770000457763672,18.030000686645508,60.72999954223633,49.911895751953125,54.220001220703125,47.18000030517578,35.970001220703125,21.8700008392334,51.279998779296875,38.13999938964844,37.43000030517578,11896.4404296875
2011-08-04,82.2300033569336,46.84000015258789,53.90999984741211,63.09000015258789,89.55000305175781,96.83999633789062,14.819999694824219,32.90999984741211,,73.83999633789062,126.2300033569336,31.700000762939453,171.47999572753906,20.850000381469727,61.84000015258789,37.91999816894531,84.27999877929688,31.510000228881836,25.940000534057617,20.387500762939453,17.360000610351562,59.58000183105469,46.80302047729492,53.310001373291016,45.06999969482422,34.91999816894531,21.247499465942383,50.099998474121094,37.04999923706055,35.349998474121094,11383.6796875
2011-08-05,82.75,47.209999084472656,53.37428665161133,62.75,90.98999786376953,97.61000061035156,14.9399995803833,33.3849983215332,,74.81999969482422,125.18000030517578,30.739999771118164,172.97999572753906,20.790000915527344,62.709999084472656,37.599998474121094,85.08000183105469,31.709999084472656,25.68000030517578,20.967500686645508,17.489999771118164,60.59000015258789,46.65827560424805,52.56999969482422,45.560001373291016,35.04999923706055,20.852500915527344,50.849998474121094,37.029998779296875,35.18000030517578,11444.6103515625
2011-08-08,78.58999633789062,43.040000915527344,50.45857238769531,58.709999084472656,82.5999984741211,90.25,13.9399995803833,32.560001373291016,,70.19000244140625,117.66000366210938,28.93000030517578,166.22000122070312,20.110000610351562,61.119998931884766,34.060001373291016,82.11000061035156,29.940000534057617,24.479999542236328,19.797500610351562,16.65999984741211,59.290000915527344,43.88924026489258,48.58000183105469,41.93000030517578,33.119998931884766,19.809999465942383,48.91999816894531,35.220001220703125,33.029998779296875,10809.849609375
