,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DOW,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,VZ,V,WMT,WBA,DIS,^DJI
2006-07-17,70.66000366210938,51.25,7.481428623199463,78.94999694824219,69.19000244140625,64.87000274658203,17.969999313354492,21.350000381469727,,64.0,140.8699951171875,33.599998474121094,73.69999694824219,17.84000015258789,60.90999984741211,40.72999954223633,34.720001220703125,36.369998931884766,22.479999542236328,9.861249923706055,22.40999984741211,55.81999969482422,36.47576904296875,43.540000915527344,47.650001525878906,28.400611877441406,,43.02000045776367,46.5,28.213899612426758,10747.3603515625
2006-07-18,70.8499984741211,50.95000076293945,7.557142734527588,79.16999816894531,69.47000122070312,65.55000305175781,17.8799991607666,21.774999618530273,,64.61000061035156,142.33999633789062,33.130001068115234,74.26000213623047,18.209999084472656,60.599998474121094,40.709999084472656,34.810001373291016,36.689998626708984,22.739999771118164,9.8125,22.579999923706055,55.810001373291016,37.054752349853516,43.11000061035156,48.400001525878906,28.400611877441406,,43.16999816894531,46.68000030517578,28.707149505615234,10799.23046875
2006-07-19,71.0199966430664,52.099998474121094,7.72857141494751,82.29000091552734,71.12000274658203,65.98999786376953,18.0,21.90999984741211,,64.66000366210938,146.97000122070312,34.349998474121094,76.06999969482422,18.489999771118164,61.310001373291016,43.04999923706055,35.09000015258789,37.31999969482422,23.399999618530273,9.850000381469727,23.299999237060547,56.63999938964844,38.43297576904297,44.11000061035156,50.93000030517578,29.066110610961914,,44.20000076293945,47.59000015258789,28.864990234375,11011.419921875
2006-07-20,71.0999984741211,51.790000915527344,8.642857551574707,80.69000244140625,69.08000183105469,65.31999969482422,17.8799991607666,21.920000076293945,,64.25,145.17999267578125,33.97999954223633,75.4800033569336,17.100000381469727,61.369998931884766,42.97999954223633,34.66999816894531,37.29999923706055,22.850000381469727,9.949999809265137,23.709999084472656,56.61000061035156,37.916927337646484,44.310001373291016,50.209999084472656,29.003158569335938,,44.290000915527344,47.150001525878906,28.726879119873047,10928.099609375
2006-07-21,70.72000122070312,50.619998931884766,8.674285888671875,79.08000183105469,68.3499984741211,64.44999694824219,17.459999084472656,21.950000762939453,,63.93000030517578,142.0399932861328,33.849998474121094,74.86000061035156,17.149999618530273,61.72999954223633,43.150001525878906,34.70000076293945,37.36000061035156,23.8700008392334,10.007499694824219,23.829999923706055,56.06999969482422,37.73442459106445,44.220001220703125,50.0,28.66141700744629,,43.720001220703125,46.54999923706055,28.085655212402344,10868.3798828125
2006-07-24,71.69000244140625,50.65999984741211,8.774285316467285,81.44000244140625,70.5199966430664,66.2699966430664,17.950000762939453,22.0,,65.36000061035156,146.89999389648438,34.61000061035156,75.98999786376953,17.479999542236328,61.97999954223633,44.20000076293945,34.84000015258789,38.95000076293945,24.0,10.079999923706055,24.790000915527344,56.900001525878906,38.672119140625,45.119998931884766,50.79999923706055,29.308929443359375,,44.43000030517578,47.380001068115234,28.9735050201416,11051.0498046875
2006-07-25,68.11000061035156,50.84000015258789,8.847143173217773,83.75,70.66000366210938,66.94999694824219,18.06999969482422,22.125,,65.73999786376953,148.49000549316406,35.2400016784668,75.88999938964844,17.540000915527344,62.0,44.630001068115234,34.7599983215332,39.27000045776367,24.219999313354492,10.045000076293945,24.959999084472656,56.880001068115234,39.03712844848633,45.130001068115234,51.4900016784668,29.61469841003418,,44.66999816894531,47.939998626708984,29.082019805908203,11103.7099609375
2006-07-26,69.05999755859375,51.75,9.124285697937012,79.9000015258789,70.12999725341797,67.5,17.940000534057617,22.225000381469727,,66.5999984741211,147.3800048828125,34.70000076293945,75.83000183105469,17.5,62.04999923706055,44.650001525878906,34.45000076293945,40.18000030517578,24.3700008392334,10.0,25.110000610351562,56.66999816894531,38.873504638671875,45.150001525878906,50.529998779296875,30.064359664916992,,43.66999816894531,47.540000915527344,28.943910598754883,11102.509765625
2006-07-27,69.75,51.290000915527344,9.057143211364746,78.70999908447266,70.72000122070312,67.7300033569336,17.690000534057617,22.155000686645508,,66.47000122070312,148.25999450683594,34.02000045776367,76.1500015258789,17.469999313354492,62.560001373291016,44.70000076293945,34.72999954223633,40.97999954223633,23.8700008392334,9.869999885559082,25.649999618530273,56.439998626708984,38.785400390625,45.0099983215332,49.459999084472656,29.965435028076172,,43.529998779296875,47.459999084472656,28.815664291381836,11100.4296875
2006-07-28,70.5199966430664,52.189998626708984,9.369999885559082,78.91000366210938,71.20999908447266,66.05000305175781,18.079999923706055,22.260000228881836,,67.0,151.72000122070312,34.59000015258789,76.95999908447266,18.18000030517578,62.91999816894531,45.47999954223633,35.290000915527344,41.119998931884766,24.25,9.987500190734863,26.110000610351562,56.810001373291016,39.112648010253906,46.13999938964844,47.849998474121094,30.334156036376953,,44.459999084472656,46.93000030517578,29.299049377441406,11219.7001953125
2006-07-31,70.4000015258789,52.060001373291016,9.708571434020996,77.41999816894531,70.87000274658203,65.77999877929688,17.8799991607666,22.25,,67.73999786376953,152.75,34.709999084472656,77.41000366210938,18.0,62.54999923706055,45.619998931884766,35.38999938964844,40.27000045776367,24.059999465942383,9.875,25.989999771118164,56.20000076293945,39.137821197509766,45.79999923706055,47.83000183105469,30.415096282958984,,44.5,46.779998779296875,29.2891845703125,11185.6796875
2006-08-01,69.91000366210938,52.11000061035156,9.597143173217773,78.16999816894531,69.70999908447266,66.25,17.479999542236328,22.155000686645508,,68.18000030517578,151.25999450683594,34.13999938964844,76.13999938964844,17.65999984741211,62.68000030517578,45.5099983215332,35.08000183105469,40.81999969482422,23.989999771118164,9.836250305175781,25.989999771118164,55.93000030517578,38.81686782836914,45.150001525878906,47.81999969482422,29.920467376708984,,44.09000015258789,46.70000076293945,28.95377540588379,11125.73046875
2006-08-02,69.61000061035156,51.77000045776367,9.737142562866211,78.62000274658203,70.75,65.97000122070312,17.479999542236328,22.155000686645508,,68.4800033569336,149.89999389648438,34.11000061035156,76.31999969482422,17.59000015258789,63.150001525878906,45.4900016784668,35.59000015258789,41.029998779296875,24.299999237060547,9.766249656677246,25.610000610351562,58.290000915527344,39.20075607299805,45.04999923706055,48.56999969482422,30.1542911529541,,44.369998931884766,47.70000076293945,29.3976993560791,11199.9296875
2006-08-03,69.27999877929688,52.130001068115234,9.941428184509277,79.4000015258789,72.7300033569336,65.5,17.559999465942383,22.010000228881836,,68.37000274658203,152.10000610351562,34.56999969482422,76.33000183105469,17.329999923706055,63.08000183105469,45.65999984741211,35.84000015258789,41.59000015258789,24.209999084472656,9.768750190734863,25.510000228881836,59.45000076293945,39.483951568603516,44.91999816894531,47.77000045776367,30.118318557739258,,44.72999954223633,48.36000061035156,29.63446044921875,11242.58984375
2006-08-04,69.44999694824219,52.209999084472656,9.757143020629883,79.48999786376953,73.0999984741211,65.66000366210938,17.239999771118164,21.924999237060547,,68.69000244140625,152.99000549316406,34.709999084472656,75.91000366210938,17.489999771118164,63.529998779296875,45.119998931884766,35.40999984741211,41.349998474121094,24.290000915527344,9.833749771118164,25.979999542236328,59.45000076293945,39.37696838378906,44.4900016784668,48.560001373291016,30.370128631591797,,44.869998931884766,48.61000061035156,29.496349334716797,11240.349609375
2006-08-07,69.0,52.099998474121094,9.601428985595703,79.75,73.18000030517578,66.83000183105469,17.40999984741211,21.80500030517578,,69.2300033569336,152.64999389648438,34.689998626708984,75.5199966430664,17.31999969482422,63.27000045776367,45.27000045776367,35.529998779296875,40.84000015258789,24.219999313354492,9.739999771118164,26.049999237060547,59.400001525878906,39.70421600341797,44.470001220703125,48.4900016784668,29.94744873046875,,44.81999969482422,48.40999984741211,28.993234634399414,11219.3798828125
2006-08-08,68.55999755859375,52.27000045776367,9.25428581237793,78.1500015258789,71.5999984741211,67.19999694824219,17.290000915527344,21.905000686645508,,69.2699966430664,151.4499969482422,34.33000183105469,75.33000183105469,17.360000610351562,63.560001373291016,44.9900016784668,35.15999984741211,40.97999954223633,24.34000015258789,9.638750076293945,26.15999984741211,59.720001220703125,38.94272994995117,43.970001220703125,49.41999816894531,30.163284301757812,,44.459999084472656,48.869998931884766,28.588769912719727,11173.58984375
2006-08-09,68.30000305175781,52.060001373291016,9.084285736083984,77.16000366210938,68.5199966430664,67.4800033569336,19.780000686645508,21.875,,69.29000091552734,150.00999450683594,33.400001525878906,75.38999938964844,17.399999618530273,63.31999969482422,44.349998474121094,34.36000061035156,41.459999084472656,24.440000534057617,9.609999656677246,26.149999618530273,59.540000915527344,37.954689025878906,42.84000015258789,48.97999954223633,30.424089431762695,,43.900001525878906,47.91999816894531,28.4407958984375,11076.1796875
2006-08-10,68.41000366210938,51.97999954223633,9.152856826782227,76.19999694824219,68.31999969482422,67.3499984741211,19.559999465942383,21.950000762939453,,69.33999633789062,151.6300048828125,33.61000061035156,75.73999786376953,17.75,63.54999923706055,44.04999923706055,34.869998931884766,41.33000183105469,24.459999084472656,9.524999618530273,25.969999313354492,60.2599983215332,38.04279327392578,43.040000915527344,47.400001525878906,30.523014068603516,,44.88999938964844,48.4900016784668,29.1806697845459,11124.3701171875
2006-08-11,68.52999877929688,51.79999923706055,9.092857360839844,75.95999908447266,67.02999877929688,67.8499984741211,19.540000915527344,21.8799991607666,,69.7300033569336,151.11000061035156,33.27000045776367,75.4800033569336,17.40999984741211,63.470001220703125,43.93000030517578,34.689998626708984,40.599998474121094,24.43000030517578,9.563750267028809,25.81999969482422,60.2599983215332,37.85399627685547,42.619998931884766,47.56999969482422,30.63992691040039,,44.689998626708984,48.41999816894531,29.032695770263672,11088.0302734375
2006-08-14,68.62000274658203,51.79999923706055,9.134285926818848,75.38999938964844,65.95999908447266,67.05000305175781,20.09000015258789,21.9950008392334,,69.25,150.3699951171875,33.2599983215332,76.68000030517578,17.8700008392334,63.90999984741211,43.88999938964844,34.720001220703125,40.880001068115234,24.530000686645508,9.647500038146973,26.079999923706055,59.7599983215332,38.055381774902344,43.09000015258789,47.65999984741211,30.505027770996094,,45.099998474121094,48.65999984741211,29.12148094177246,11097.8701171875
2006-08-15,69.77999877929688,52.810001373291016,9.492856979370117,76.58000183105469,67.41000366210938,66.86000061035156,20.649999618530273,22.15999984741211,,68.69000244140625,152.64999389648438,34.439998626708984,77.08000183105469,18.1299991607666,64.41000366210938,45.040000915527344,35.5,40.95000076293945,24.6200008392334,9.708749771118164,26.399999618530273,60.439998626708984,38.40780258178711,44.13999938964844,48.130001068115234,30.927709579467773,,44.54999923706055,49.689998626708984,29.23986053466797,11230.259765625
2006-08-16,70.79000091552734,53.029998779296875,9.71142864227295,78.83000183105469,69.11000061035156,65.41000366210938,21.100000381469727,22.165000915527344,,67.56999969482422,154.99000549316406,34.5,79.08999633789062,18.610000610351562,64.61000061035156,45.470001220703125,35.970001220703125,41.18000030517578,24.700000762939453,9.71875,26.75,60.41999816894531,39.12523651123047,44.220001220703125,48.13999938964844,30.783817291259766,,44.43000030517578,49.369998931884766,29.308914184570312,11327.1201171875
2006-08-17,71.19999694824219,53.5099983215332,9.65571403503418,78.58999633789062,69.36000061035156,66.1500015258789,20.850000381469727,22.09000015258789,,68.08000183105469,154.4499969482422,34.720001220703125,79.37000274658203,18.559999465942383,64.2300033569336,45.459999084472656,36.2400016784668,38.83000183105469,24.700000762939453,9.619999885559082,27.0,60.34000015258789,38.986785888671875,44.709999084472656,49.040000915527344,30.783817291259766,,44.630001068115234,49.63999938964844,29.496349334716797,11334.9599609375
2006-08-18,71.20999908447266,53.2599983215332,9.701428413391113,77.62000274658203,68.30999755859375,67.26000213623047,20.860000610351562,22.155000686645508,,69.0999984741211,154.67999267578125,34.77000045776367,79.9000015258789,18.399999618530273,64.41999816894531,45.709999084472656,36.18000030517578,39.52000045776367,25.790000915527344,9.588749885559082,27.049999237060547,60.38999938964844,38.91755676269531,44.5,49.5,30.954689025878906,,44.4900016784668,48.650001525878906,29.506214141845703,11381.4697265625
2006-08-21,71.12000274658203,53.29999923706055,9.50857162475586,76.62999725341797,68.25,66.88999938964844,20.90999984741211,22.094999313354492,,69.83000183105469,153.8300018310547,34.29999923706055,79.27999877929688,18.25,64.2699966430664,45.459999084472656,35.709999084472656,39.650001525878906,26.1200008392334,9.5962495803833,26.639999389648438,60.779998779296875,38.67841339111328,44.5,49.560001373291016,31.04462242126465,,44.09000015258789,48.84000015258789,29.565404891967773,11345.0498046875
2006-08-22,71.29000091552734,53.09000015258789,9.65999984741211,76.94999694824219,68.5,66.55000305175781,21.239999771118164,22.204999923706055,,70.20999908447266,154.14999389648438,34.060001373291016,78.94999694824219,18.34000015258789,64.16000366210938,45.349998474121094,35.599998474121094,39.75,25.6200008392334,9.606249809265137,26.979999542236328,61.04999923706055,38.325992584228516,44.0099983215332,49.63999938964844,31.116567611694336,,44.06999969482422,48.66999816894531,29.23986053466797,11339.83984375
2006-08-23,70.33999633789062,53.0,9.615714073181152,76.36000061035156,67.20999908447266,65.68000030517578,21.049999237060547,22.15999984741211,,69.62999725341797,152.6999969482422,33.650001525878906,78.66999816894531,18.3799991607666,63.90999984741211,45.52000045776367,35.59000015258789,40.459999084472656,25.670000076293945,9.606249809265137,27.139999389648438,60.91999816894531,38.244178771972656,44.0,49.63999938964844,30.927709579467773,,43.7599983215332,48.45000076293945,28.795934677124023,11297.900390625
2006-08-24,70.0999984741211,53.130001068115234,9.687143325805664,75.23999786376953,65.5,66.7300033569336,21.09000015258789,22.2549991607666,,70.72000122070312,151.39999389648438,33.40999984741211,79.37999725341797,18.559999465942383,65.0,45.68000030517578,35.880001068115234,40.060001373291016,25.739999771118164,9.604999542236328,27.239999771118164,61.04999923706055,38.38262939453125,43.849998474121094,51.15999984741211,31.16153335571289,,43.70000076293945,48.15999984741211,28.559175491333008,11304.4599609375
2006-08-25,69.91999816894531,52.91999816894531,9.821428298950195,73.93000030517578,65.98999786376953,66.7699966430664,21.049999237060547,22.260000228881836,,70.43000030517578,150.07000732421875,33.47999954223633,79.87999725341797,18.899999618530273,64.66999816894531,45.52000045776367,35.22999954223633,40.439998626708984,25.850000381469727,9.5962495803833,27.229999542236328,60.869998931884766,38.18124771118164,43.65999984741211,50.880001068115234,31.206499099731445,,43.880001068115234,47.81999969482422,28.559175491333008,11284.0498046875
2006-08-28,70.94000244140625,52.939998626708984,9.568571090698242,74.72000122070312,66.06999969482422,66.16000366210938,21.40999984741211,22.354999542236328,,70.0999984741211,149.52999877929688,33.689998626708984,80.31999969482422,19.3799991607666,64.58000183105469,46.02000045776367,35.810001373291016,40.95000076293945,25.950000762939453,9.731249809265137,27.540000915527344,60.97999954223633,38.72246551513672,43.81999969482422,51.33000183105469,31.43132972717285,,44.43000030517578,49.0,28.9735050201416,11352.009765625
2006-08-29,71.61000061035156,52.54999923706055,9.497142791748047,73.77999877929688,65.44999694824219,65.73999786376953,21.68000030517578,22.56999969482422,,69.41000366210938,147.08999633789062,34.09000015258789,81.4000015258789,19.68000030517578,64.5999984741211,45.970001220703125,36.08000183105469,41.27000045776367,25.84000015258789,9.99625015258789,27.600000381469727,61.20000076293945,39.12523651123047,43.650001525878906,51.029998779296875,31.638174057006836,,44.4900016784668,49.040000915527344,28.71701431274414,11369.9404296875
2006-08-30,71.44000244140625,52.470001220703125,9.565713882446289,75.0199966430664,65.05999755859375,65.19000244140625,21.670000076293945,22.479999542236328,,68.30000305175781,147.05999755859375,34.119998931884766,81.22000122070312,19.84000015258789,64.5999984741211,45.72999954223633,36.150001525878906,40.79999923706055,25.799999237060547,9.970000267028809,27.729999542236328,61.75,39.188167572021484,43.81999969482422,51.75,31.8270320892334,,44.619998931884766,49.27000045776367,29.170804977416992,11382.91015625
2006-08-31,71.69999694824219,52.540000915527344,9.692856788635254,74.9000015258789,66.3499984741211,64.4000015258789,21.989999771118164,22.405000686645508,,67.66999816894531,148.64999389648438,34.290000915527344,80.97000122070312,19.56999969482422,64.66000366210938,45.65999984741211,35.900001525878906,40.54999923706055,25.700000762939453,10.095000267028809,27.559999465942383,61.900001525878906,39.46507263183594,43.900001525878906,51.95000076293945,31.638174057006836,,44.720001220703125,49.459999084472656,29.249725341796875,11381.150390625
2006-09-01,71.72000122070312,52.54999923706055,9.768571853637695,75.43000030517578,67.2699966430664,64.83000183105469,22.270000457763672,22.53499984741211,,68.0999984741211,149.13999938964844,34.63999938964844,81.41000366210938,19.8799991607666,64.72000122070312,45.72999954223633,36.7599983215332,40.959999084472656,25.84000015258789,10.142499923706055,27.959999084472656,61.90999984741211,39.81120300292969,44.29999923706055,51.79999923706055,31.988910675048828,,45.45000076293945,49.849998474121094,29.48648452758789,11464.150390625
2006-09-05,71.3499984741211,52.650001525878906,10.21142864227295,75.36000061035156,69.68000030517578,66.33999633789062,22.09000015258789,22.489999771118164,,68.4800033569336,151.27999877929688,34.77000045776367,80.8499984741211,19.989999771118164,64.30999755859375,45.79999923706055,36.650001525878906,41.16999816894531,25.610000610351562,10.176250457763672,27.84000015258789,61.560001373291016,40.10069274902344,44.40999984741211,50.70000076293945,31.92595863342285,,45.56999969482422,49.900001525878906,29.447025299072266,11469.2802734375
2006-09-06,71.5,52.31999969482422,10.00428581237793,74.44000244140625,69.12999725341797,65.22000122070312,21.690000534057617,22.350000381469727,,67.18000030517578,150.6699981689453,34.16999816894531,80.27999877929688,19.309999465942383,63.91999816894531,45.880001068115234,36.220001220703125,41.400001525878906,25.610000610351562,10.12125015258789,27.719999313354492,61.439998626708984,39.855255126953125,44.33000183105469,50.41999816894531,31.880990982055664,,45.400001525878906,50.56999969482422,29.210264205932617,11406.2001953125
2006-09-07,70.58999633789062,52.29999923706055,10.399999618530273,72.87000274658203,67.76000213623047,65.4000015258789,21.540000915527344,22.2450008392334,,67.69000244140625,148.57000732421875,34.34000015258789,79.4000015258789,19.219999313354492,63.459999084472656,45.20000076293945,36.52000045776367,40.63999938964844,25.43000030517578,10.073749542236328,27.450000762939453,61.529998779296875,39.502830505371094,44.380001068115234,50.209999084472656,31.75508689880371,,45.540000915527344,50.25,29.09188461303711,11331.4404296875
2006-09-08,71.51000213623047,52.619998931884766,10.359999656677246,72.80000305175781,67.31999969482422,64.22000122070312,21.75,22.299999237060547,,66.80999755859375,149.8000030517578,34.279998779296875,80.66000366210938,19.450000762939453,63.59000015258789,45.2599983215332,37.5,41.060001373291016,25.600000381469727,10.256250381469727,27.59000015258789,61.13999938964844,39.861549377441406,45.04999923706055,50.900001525878906,31.83602523803711,,46.720001220703125,50.90999984741211,29.1806697845459,11392.1103515625
2006-09-11,71.3499984741211,52.47999954223633,10.357142448425293,73.81999969482422,65.51000213623047,62.0,21.959999084472656,22.274999618530273,,64.94000244140625,151.0,35.060001373291016,80.93000030517578,19.399999618530273,64.04000091552734,45.38999938964844,37.119998931884766,41.290000915527344,25.90999984741211,10.302499771118164,27.8799991607666,61.91999816894531,39.590938568115234,45.4900016784668,51.599998474121094,31.961931228637695,,47.4900016784668,51.47999954223633,29.368104934692383,11396.83984375
2006-09-12,72.56999969482422,52.61000061035156,10.375714302062988,74.26000213623047,65.1500015258789,61.38999938964844,22.649999618530273,22.389999389648438,,64.69999694824219,158.2899932861328,36.65999984741211,82.27999877929688,19.75,63.83000183105469,46.0099983215332,38.20000076293945,42.150001525878906,25.93000030517578,10.431249618530273,28.25,61.849998474121094,39.78602981567383,45.70000076293945,52.529998779296875,32.231727600097656,,48.06999969482422,51.0,29.80216407775879,11498.08984375
2006-09-13,73.37000274658203,53.40999984741211,10.600000381469727,76.31999969482422,66.33000183105469,62.38999938964844,22.649999618530273,22.30500030517578,,65.36000061035156,160.86000061035156,37.16999816894531,82.20999908447266,19.829999923706055,63.810001373291016,46.400001525878906,37.84000015258789,41.09000015258789,25.979999542236328,10.387499809265137,28.190000534057617,60.560001373291016,40.20767593383789,46.34000015258789,52.04999923706055,32.150787353515625,,48.08000183105469,49.310001373291016,30.038925170898438,11543.3203125
2006-09-14,73.52999877929688,53.47999954223633,10.595714569091797,75.01000213623047,65.51000213623047,62.04999923706055,22.700000762939453,22.290000915527344,,64.70999908447266,162.52000427246094,37.220001220703125,82.47000122070312,19.780000686645508,63.72999954223633,46.5,37.33000183105469,41.029998779296875,26.329999923706055,10.3462495803833,28.200000762939453,60.77000045776367,39.64757537841797,46.22999954223633,51.810001373291016,32.35763168334961,,48.369998931884766,49.959999084472656,29.979734420776367,11527.3896484375
2006-09-15,74.13999938964844,53.75,10.585714340209961,75.01000213623047,65.43000030517578,61.790000915527344,22.719999313354492,22.299999237060547,,64.6500015258789,162.7100067138672,37.220001220703125,82.94000244140625,19.510000228881836,63.790000915527344,46.95000076293945,37.72999954223633,41.099998474121094,26.850000381469727,10.37125015258789,28.040000915527344,60.900001525878906,40.66079330444336,45.959999084472656,52.209999084472656,32.20474624633789,,48.220001220703125,49.959999084472656,29.900814056396484,11560.76953125
2006-09-18,73.88999938964844,53.4900016784668,10.55571460723877,75.20999908447266,66.98999786376953,62.849998474121094,22.84000015258789,22.219999313354492,,66.30000305175781,163.22000122070312,36.58000183105469,82.23999786376953,19.649999618530273,64.16000366210938,46.58000183105469,37.41999816894531,40.79999923706055,26.790000915527344,10.289999961853027,28.15999984741211,60.5,40.32095718383789,45.93000030517578,52.09000015258789,32.15978240966797,,48.099998474121094,49.41999816894531,29.654190063476562,11555.0
2006-09-19,73.25,53.40999984741211,10.53857135772705,74.87000274658203,66.55999755859375,61.88999938964844,22.760000228881836,22.190000534057617,,65.5,163.38999938964844,36.279998779296875,81.87000274658203,19.420000076293945,64.18000030517578,46.79999923706055,37.58000183105469,41.18000030517578,26.860000610351562,10.25374984741211,28.200000762939453,60.90999984741211,40.37130355834961,46.33000183105469,51.869998931884766,32.37561798095703,,48.5,49.90999984741211,30.05865478515625,11540.91015625
2006-09-20,73.41999816894531,54.2599983215332,10.751428604125977,76.19000244140625,65.87999725341797,60.880001068115234,23.270000457763672,22.225000381469727,,64.11000061035156,166.60000610351562,36.380001068115234,83.41999816894531,19.489999771118164,64.19000244140625,47.220001220703125,37.779998779296875,41.939998626708984,27.18000030517578,10.324999809265137,28.469999313354492,61.630001068115234,40.21397018432617,46.56999969482422,51.529998779296875,32.97816467285156,,48.869998931884766,49.95000076293945,30.611095428466797,11613.1904296875
2006-09-21,73.11000061035156,54.2400016784668,10.664285659790039,76.11000061035156,64.54000091552734,62.04999923706055,23.010000228881836,22.100000381469727,,64.77999877929688,167.14999389648438,35.849998474121094,81.61000061035156,19.190000534057617,64.2300033569336,46.810001373291016,38.34000015258789,41.95000076293945,26.899999618530273,10.307499885559082,28.209999084472656,61.7400016784668,39.58464431762695,46.2400016784668,50.290000915527344,33.18500900268555,,48.459999084472656,46.279998779296875,30.2954158782959,11533.23046875
2006-09-22,73.06999969482422,54.11000061035156,10.428571701049805,77.25,62.77000045776367,61.939998626708984,22.8799991607666,21.9950008392334,,64.91000366210938,167.52000427246094,35.959999084472656,81.20999908447266,19.06999969482422,63.959999084472656,46.81999969482422,38.209999084472656,42.040000915527344,26.65999984741211,10.795000076293945,28.15999984741211,61.810001373291016,39.20705032348633,46.20000076293945,48.970001220703125,33.36487579345703,,48.290000915527344,46.900001525878906,29.673919677734375,11508.099609375
2006-09-25,73.69999694824219,54.939998626708984,10.821428298950195,77.70999908447266,64.33000183105469,62.18000030517578,23.229999542236328,22.200000762939453,,65.05999755859375,168.69000244140625,36.58000183105469,82.0,19.40999984741211,64.19000244140625,46.90999984741211,38.849998474121094,41.959999084472656,26.950000762939453,10.813750267028809,28.350000381469727,62.290000915527344,39.79232406616211,46.9900016784668,48.81999969482422,33.72460174560547,,48.81999969482422,44.470001220703125,29.752840042114258,11575.8095703125
2006-09-26,74.75,55.959999084472656,11.087142944335938,79.0,65.9000015258789,63.59000015258789,23.5,22.31999969482422,,66.43000030517578,168.67999267578125,36.619998931884766,82.5,19.959999084472656,64.66999816894531,46.900001525878906,39.060001373291016,41.7599983215332,27.200000762939453,11.048749923706055,28.399999618530273,62.47999954223633,40.03146743774414,47.38999938964844,48.619998931884766,34.13829040527344,,49.25,45.11000061035156,30.650554656982422,11669.3896484375
2006-09-27,74.6500015258789,56.029998779296875,10.915714263916016,79.41000366210938,65.68000030517578,64.19999694824219,23.350000381469727,22.354999542236328,,67.12999725341797,169.0,36.459999084472656,82.08999633789062,20.389999389648438,64.81999969482422,46.84000015258789,39.81999969482422,42.400001525878906,27.440000534057617,11.013750076293945,28.40999984741211,62.72999954223633,39.73568344116211,46.630001068115234,49.08000183105469,33.077091217041016,,49.5,45.25,30.620960235595703,11689.240234375
2006-09-28,74.5999984741211,55.9900016784668,11.001428604125977,79.27999877929688,66.58999633789062,64.52999877929688,23.479999542236328,22.475000381469727,,67.45999908447266,170.0,36.70000076293945,81.98999786376953,20.770000457763672,64.9000015258789,47.150001525878906,39.59000015258789,42.060001373291016,27.399999618530273,11.037500381469727,28.299999237060547,62.2599983215332,40.062931060791016,47.08000183105469,49.459999084472656,33.22098159790039,,49.810001373291016,44.90999984741211,30.5124454498291,11718.4501953125
2006-09-29,74.41999816894531,56.08000183105469,10.997142791748047,78.8499984741211,65.80000305175781,64.86000061035156,22.979999542236328,22.34000015258789,,67.0999984741211,169.1699981689453,36.27000045776367,81.94000244140625,20.56999969482422,64.94000244140625,46.959999084472656,39.119998931884766,41.900001525878906,27.350000381469727,10.952500343322754,28.360000610351562,61.97999954223633,39.86783981323242,46.88999938964844,49.20000076293945,33.39185333251953,,49.31999969482422,44.38999938964844,30.49271583557129,11679.0703125
2006-10-02,73.58999633789062,55.18000030517578,10.69428539276123,79.97000122070312,65.36000061035156,64.51000213623047,22.979999542236328,22.25,,67.0,170.69000244140625,36.34000015258789,81.87000274658203,20.440000534057617,65.08999633789062,46.869998931884766,39.5099983215332,41.66999816894531,27.360000610351562,10.9350004196167,28.309999465942383,62.040000915527344,40.21397018432617,46.43000030517578,49.43000030517578,33.400848388671875,,48.439998626708984,43.41999816894531,30.11784553527832,11670.349609375
2006-10-03,74.02999877929688,55.9900016784668,10.582857131958008,81.77999877929688,65.11000061035156,62.939998626708984,23.40999984741211,22.280000686645508,,65.41000366210938,174.1999969482422,36.83000183105469,81.6500015258789,20.56999969482422,65.5,47.75,39.68000030517578,41.9900016784668,27.3700008392334,10.982500076293945,28.40999984741211,62.29999923706055,40.780364990234375,47.58000183105469,49.58000183105469,33.69762420654297,,49.459999084472656,44.43000030517578,30.581499099731445,11727.33984375
2006-10-04,74.87000274658203,56.560001373291016,10.768571853637695,83.95999908447266,65.54000091552734,63.70000076293945,23.93000030517578,22.399999618530273,,66.61000061035156,176.55999755859375,37.4900016784668,83.0999984741211,20.81999969482422,65.83000183105469,47.4900016784668,40.0,41.939998626708984,27.940000534057617,11.162500381469727,28.329999923706055,63.34000015258789,41.00062942504883,48.22999954223633,49.560001373291016,34.012386322021484,,49.54999923706055,44.880001068115234,30.76893424987793,11850.6103515625
2006-10-05,75.91999816894531,56.650001525878906,10.6899995803833,83.62000274658203,68.23999786376953,63.880001068115234,23.899999618530273,22.415000915527344,,67.31999969482422,175.5,37.2599983215332,82.91999816894531,20.780000686645508,65.11000061035156,47.40999984741211,39.79999923706055,41.41999816894531,27.920000076293945,11.126250267028809,27.989999771118164,63.52000045776367,41.43486404418945,48.16999816894531,50.66999816894531,33.19400405883789,,48.40999984741211,43.38999938964844,30.650554656982422,11866.6904296875
2006-10-06,75.94999694824219,56.59000015258789,10.60285758972168,83.68000030517578,68.05000305175781,63.65999984741211,24.09000015258789,22.3799991607666,,67.5199966430664,175.64999389648438,37.13999938964844,83.13999938964844,20.6299991607666,65.05999755859375,46.86000061035156,40.11000061035156,41.86000061035156,27.8700008392334,11.018750190734863,27.899999618530273,63.09000015258789,41.16425323486328,47.63999938964844,51.5,33.09507751464844,,48.31999969482422,42.65999984741211,30.91691017150879,11850.2099609375
